,s
46313,obo:VT_0003166
46314,obo:VT_0010388
46315,ub1bL58262C1
46316,ub1bL42319C1
46317,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#RainyWeatherState
46318,obo:VT_0008043
46319,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/disjoint
46320,dc:identifier
46321,obo:VT_0002352
46322,obo:VT_0001044
46323,obo:VT_0010115
46324,obo:VT_0003479
46325,obo:VT_0009926
46326,obo:VT_1000434
46327,obo:VT_0002115
46328,ub1bL56228C1
46329,obo:VT_0003893
46330,ub1bL58016C1
46331,obo:VT_0003369
46332,ub1bL34704C1
46333,obo:VT_1000726
46334,ub1bL73738C130
46335,http://www.opengis.net/ont/sf#MultiPoint
46336,obo:VT_0000613
46337,untitled-ontology-65:OWLObjectProperty_3b9283b9_21ee_43b6_907b_b428a5f7b896
46338,ub1bL33846C1
46339,obo:VT_0010085
46340,obo:VT_0010287
46341,obo:VT_0001776
46342,obo:VT_0007031
46343,obo:VT_0005646
46344,obo:VT_0100030
46345,Countries:Zambia
46346,obo:VT_0010296
46347,obo:VT_0003878
46348,ub1bL20594C1
46349,obo:VT_0010373
46350,obo:VT_1000734
46351,Countries:Mongolia
46352,ub1bL52004C1
46353,ub1bL8260C1
46354,ub1bL34687C1
46355,ub1bL35376C1
46356,time:Year
46357,ub1bL73460C130
46358,Countries:Uruguay
46359,ub1bL10067C1
46360,obo:VT_0004147
46361,Countries:MarshallIslands
46362,obo:VT_0002472
46363,ub1bL35091C1
46364,ub1bL60547C1
46365,ub1bL66569C1
46366,skos:example
46367,ub1bL10524C1
46368,obo:VT_0001299
46369,obo:VT_0003409
46370,untitled-ontology-65:OWLObjectProperty_7054febf_7c87_4749_a35d_f7f9c50505c1
46371,obo:VT_0002894
46372,obo:VT_0010289
46373,ub1bL36729C1
46374,obo:VT_0010330
46375,obo:VT_0008622
46376,obo:VT_0010060
46377,ub1bL16561C1
46378,obo:VT_0008650
46379,obo:VT_0010188
46380,http://www.opengis.net/ont/gml#CompositeSurface
46381,ub1bL15495C1
46382,ub1bL61083C1
46383,obo:VT_0003574
46384,ub1bL22452C1
46385,obo:VT_1000434
46386,obo:VT_0005369
46387,prov:wasAssociatedWith
46388,obo:SIBO_0000459
46389,ub1bL37488C1
46390,http://www.opengis.net/ont/gml#CircleByCenterPoint
46391,obo:VT_0001141
46392,obo:VT_0000936
46393,obo:VT_0002408
46394,ub1bL52631C1
46395,prov:qualifiedAssociation
46396,obo:VT_0000348
46397,obo:VT_0002894
46398,obo:VT_0004213
46399,f48546849c0734cc2bfcb392b68f347bdb374
46400,obo:VT_0000935
46401,ub1bL36486C1
46402,obo:VT_0003351
46403,time:year
46404,obo:VT_0004098
46405,obo:VT_0010251
46406,obo:VT_0002707
46407,obo:VT_1000444
46408,time:MonthOfYear
46409,ub1bL48932C1
46410,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Sun
46411,ub1bL62064C1
46412,ub1bL72819C163
46413,ub1bL16512C1
46414,ub1bL26453C1
46415,obo:VT_0010124
46416,ub1bL11010C1
46417,obo:VT_0003646
46418,ub1bL40230C1
46419,ub1bL17518C1
46420,ub1bL66262C1
46421,prov:Influence
46422,ub1bL43949C1
46423,obo:VT_1000641
46424,ub1bL16038C1
46425,ub1bL36729C1
46426,untitled-ontology-65:OWLClass_4235d6e4_37c2_4756_a46c_7799de340c67
46427,obo:VT_0010449
46428,ub1bL30738C1
46429,obo:VT_0005144
46430,obo:VT_0003134
46431,ub1bL28136C1
46432,ub1bL43152C1
46433,obo:VT_0004305
46434,obo:VT_0006071
46435,obo:VT_0008662
46436,obo:VT_0001718
46437,ub1bL73125C154
46438,obo:VT_0010007
46439,obo:IAO_0000115
46440,ub1bL44516C1
46441,ub1bL49049C1
46442,f48546849c0734cc2bfcb392b68f347bdb58
46443,obo:VT_0010399
46444,obo:VT_0100030
46445,f48546849c0734cc2bfcb392b68f347bdb126
46446,f48546849c0734cc2bfcb392b68f347bdb315
46447,obo:VT_0000025
46448,obo:VT_0000674
46449,obo:VT_0001200
46450,ub1bL72150C34
46451,Countries:Tunisia
46452,obo:VT_0008628
46453,ub1bL61883C1
46454,obo:VT_0001781
46455,obo:VT_0003531
46456,ub1bL28285C1
46457,ub1bL40858C1
46458,obo:VT_0002695
46459,ub1bL62200C1
46460,ub1bL22380C1
46461,obo:VT_0010320
46462,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within
46463,obo:VT_0015005
46464,ub1bL68971C1
46465,obo:VT_0001045
46466,ub1bL64013C1
46467,obo:VT_0004278
46468,ub1bL35678C1
46469,obo:VT_0003553
46470,ub1bL26512C1
46471,ub1bL26389C1
46472,ub1bL63612C1
46473,prov:actedOnBehalfOf
46474,http://www.opengis.net/ont/geosparql#hasGeometry
46475,http://www.opengis.net/ont/sf#Point
46476,obo:VT_0002648
46477,ub1bL10887C1
46478,obo:SIBO_0000528
46479,obo:VT_0010038
46480,obo:VT_0000141
46481,ub1bL50262C1
46482,ub1bL24355C1
46483,ub1bL66262C1
46484,f48546849c0734cc2bfcb392b68f347bdb242
46485,obo:VT_0010513
46486,http://www.opengis.net/ont/geosparql#ehContains
46487,http://www.opengis.net/ont/geosparql#spatialDimension
46488,obo:VT_0003118
46489,obo:VT_0000047
46490,ub1bL58059C1
46491,obo:VT_0001169
46492,ub1bL44358C1
46493,ub1bL63865C1
46494,obo:VT_0005089
46495,obo:VT_0005423
46496,ub1bL60898C1
46497,ub1bL34194C1
46498,http://www.opengis.net/gml/posList
46499,obo:VT_0010386
46500,ub1bL9163C1
46501,http://www.semanticweb.org/yawfrimpong/ontologies/2017/10/untitled-ontology-85#OWLClass_93d79bb8_ef44_48a0_9cd5_a7375a0c3801
46502,ub1bL35849C1
46503,ub1bL48036C1
46504,ub1bL56526C1
46505,obo:VT_0002163
46506,obo:VT_0000863
46507,obo:VT_0004358
46508,ub1bL64722C1
46509,obo:VT_0000340
46510,obo:VT_0008089
46511,ub1bL53386C1
46512,ub1bL62218C1
46513,obo:VT_0000884
46514,obo:VT_0003110
46515,Countries:revocationEffective
46516,ub1bL69198C1
46517,obo:VT_0000003
46518,ub1bL14120C1
46519,obo:VT_0003650
46520,ub1bL11550C1
46521,obo:VT_1000436
46522,obo:VT_0001688
46523,obo:VT_0002258
46524,po:derives_by_manipulation_from
46525,obo:SIBO_0000246
46526,ub1bL75075C111
46527,obo:VT_0010059
46528,obo:VT_0003517
46529,ub1bL12858C1
46530,obo:VT_1000525
46531,ub1bL54479C1
46532,ub1bL35249C1
46533,obo:VT_0008522
46534,obo:VT_0004165
46535,obo:VT_0010477
46536,obo:VT_0002347
46537,ub1bL8260C1
46538,obo:VT_0010098
46539,obo:VT_0004303
46540,obo:VT_0004268
46541,obo:VT_0004091
46542,ub1bL33655C1
46543,ub1bL33186C1
46544,obo:VT_0003134
46545,obo:VT_0001680
46546,obo:VT_0002465
46547,dc:subject
46548,obo:VT_0003806
46549,ub1bL53821C1
46550,obo:VT_0001923
46551,obo:VT_0002682
46552,obo:VT_0002893
46553,obo:VT_0003784
46554,obo:VT_0006282
46555,obo:VT_0003651
46556,obo:VT_1000686
46557,obo:VT_0005232
46558,obo:VT_0006250
46559,obo:VT_0100007
46560,obo:VT_0000615
46561,obo:VT_0010388
46562,obo:VT_0010434
46563,obo:VT_0015102
46564,ub1bL8396C1
46565,Countries:Andorra
46566,obo:VT_0002216
46567,obo:VT_0000574
46568,ub1bL32358C1
46569,obo:VT_0003093
46570,time:DurationDescription
46571,prov:Influence
46572,ub1bL12696C1
46573,ub1bL37936C1
46574,ub1bL22715C1
46575,ub1bL29888C1
46576,ub1bL40734C1
46577,obo:VT_0010116
46578,ub1bL61693C1
46579,obo:VT_0004425
46580,http://www.opengis.net/ont/geosparql#hasSerialization
46581,obo:CDAO_0000167
46582,obo:VT_0010395
46583,obo:VT_0004265
46584,obo:VT_0010377
46585,obo:VT_0000165
46586,ub1bL11161C1
46587,time:intervalBefore
46588,ub1bL25504C1
46589,obo:VT_0003118
46590,ub1bL75144C144
46591,ub1bL62238C1
46592,prov:qualifiedStart
46593,obo:VT_0005207
46594,ub1bL61799C1
46595,obo:VT_0001019
46596,obo:SIBO_0000467
46597,obo:VT_0001063
46598,obo:VT_0000788
46599,ub1bL65477C1
46600,obo:VT_0002386
46601,obo:VT_0000084
46602,obo:VT_0010319
46603,f48546849c0734cc2bfcb392b68f347bdb141
46604,ub1bL56830C1
46605,ub1bL74657C166
46606,obo:VT_0005229
46607,ub1bL48344C1
46608,obo:VT_0001137
46609,obo:VT_0010412
46610,time:hasTemporalDuration
46611,ub1bL24845C1
46612,obo:VT_0001005
46613,ub1bL73440C153
46614,obo:VT_0000890
46615,ub1bL69198C1
46616,obo:VT_0004153
46617,ub1bL42650C1
46618,ub1bL62448C1
46619,ub1bL31378C1
46620,ub1bL33413C1
46621,obo:VT_0010228
46622,obo:VT_0010205
46623,ub1bL44606C1
46624,obo:VT_0000070
46625,ub1bL7714C1
46626,ub1bL16868C1
46627,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#SensorReportSource
46628,ub1bL31082C1
46629,obo:VT_0000871
46630,ub1bL20641C1
46631,obo:VT_0002975
46632,obo:VT_0010470
46633,ub1bL61779C1
46634,obo:VT_0002445
46635,obo:VT_0004054
46636,obo:VT_0002098
46637,obo:VT_0008895
46638,obo:VT_0006276
46639,obo:VT_0010130
46640,ub1bL18388C1
46641,ub1bL41849C1
46642,http://www.opengis.net/ont/geosparql#asWKT
46643,ub1bL64261C1
46644,prov:qualifiedQuotation
46645,obo:VT_0003241
46646,Countries:Barbados
46647,obo:VT_0010368
46648,ub1bL11396C1
46649,obo:VT_0002459
46650,obo:VT_0005336
46651,Countries:China
46652,obo:VT_0010256
46653,obo:VT_0004358
46654,obo:VT_0004940
46655,obo:VT_0010018
46656,untitled-ontology-65:OWLClass_00fd5626_daca_47c6_8ba8_b3e0cff84319
46657,ub1bL69273C1
46658,Countries:SaudiArabia
46659,obo:VT_0000574
46660,f48546849c0734cc2bfcb392b68f347bdb479
46661,time:year
46662,time:GeneralDurationDescription
46663,obo:VT_0000534
46664,ub1bL64158C1
46665,obo:SIBO_0000238
46666,obo:VT_0000847
46667,obo:VT_0004438
46668,ub1bL64067C1
46669,ub1bL11650C1
46670,ub1bL74563C160
46671,obo:VT_0004043
46672,ub1bL40758C1
46673,ub1bL44771C1
46674,ub1bL24674C1
46675,obo:VT_0001126
46676,obo:VT_0002754
46677,ub1bL32133C1
46678,ub1bL57098C1
46679,ub1bL14155C1
46680,obo:VT_0001455
46681,ub1bL74215C147
46682,obo:VT_0006250
46683,obo:VT_0005465
46684,untitled-ontology-65:OWLObjectProperty_c8d26641_b3cb_48ab_82ed_f2fcdb916065
46685,obo:VT_0010430
46686,obo:VT_0004173
46687,ub1bL56324C1
46688,obo:VT_0008662
46689,skos:altLabel
46690,ub1bL46143C1
46691,http://www.opengis.net/ont/geosparql#ehInside
46692,ub1bL17996C1
46693,ub1bL37145C1
46694,obo:VT_0005466
46695,ub1bL68497C1
46696,untitled-ontology-65:OWLClass_362a6231_3b6e_40fe_a458_dedc0ef4e109
46697,obo:VT_0002622
46698,obo:VT_0003345
46699,obo:VT_0010181
46700,untitled-ontology-65:OWLObjectProperty_51060e03_aa52_4d7c_9e01_745f22eded7f
46701,obo:VT_0001140
46702,obo:VT_0003248
46703,obo:VT_0003687
46704,obo:VT_0004237
46705,ub1bL47188C1
46706,prov:alternateOf
46707,ub1bL15850C1
46708,ub1bL57343C1
46709,obo:VT_0010278
46710,obo:VT_0004168
46711,obo:SIBO_0000297
46712,time:monthOfYear
46713,obo:VT_2000021
46714,ub1bL64086C1
46715,ub1bL23469C1
46716,obo:VT_0005342
46717,http://www.opengis.net/ont/gml#Bezier
46718,obo:VT_0000071
46719,obo:VT_0002446
46720,obo:VT_0002492
46721,untitled-ontology-65:OWLClass_78cef1e7_f9f1_422f_8c7d_c10c6ee07d4d
46722,obo:VT_0004428
46723,ub1bL30843C1
46724,ub1bL59533C1
46725,f48546849c0734cc2bfcb392b68f347bdb253
46726,ub1bL55158C1
46727,obo:VT_0010406
46728,ub1bL75020C122
46729,ub1bL37437C1
46730,time:unitType
46731,ub1bL17908C1
46732,f48546849c0734cc2bfcb392b68f347bdb407
46733,ub1bL16057C1
46734,obo:VT_1000281
46735,obo:VT_0005325
46736,obo:VT_0000444
46737,ub1bL43510C1
46738,obo:VT_0010255
46739,obo:VT_0004435
46740,ub1bL41533C1
46741,ub1bL62728C1
46742,skos:mappingRelation
46743,obo:VT_0010460
46744,Countries:EquatorialGuinea
46745,obo:VT_0010418
46746,obo:VT_0000131
46747,ub1bL8721C1
46748,ub1bL46166C1
46749,ub1bL23577C1
46750,obo:VT_0000357
46751,f48546849c0734cc2bfcb392b68f347bdb193
46752,obo:SIBO_0000383
46753,Countries:PalestinianTerritoryOccupied
46754,ub1bL36435C1
46755,obo:VT_0000267
46756,obo:VT_0001020
46757,obo:VT_0005228
46758,ub1bL48819C1
46759,obo:VT_0003564
46760,ub1bL7820C1
46761,ub1bL45627C1
46762,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#hasDewPointTemperature
46763,obo:VT_0004127
46764,obo:VT_0006260
46765,ub1bL14210C1
46766,obo:VT_0010328
46767,ub1bL63975C1
46768,ub1bL31496C1
46769,obo:VT_0005005
46770,ub1bL62102C1
46771,time:inXSDDate
46772,ub1bL22435C1
46773,obo:VT_0004206
46774,ub1bL8737C1
46775,ub1bL27992C1
46776,ub1bL56397C1
46777,f48546849c0734cc2bfcb392b68f347bdb341
46778,obo:VT_0010368
46779,obo:VT_0004192
46780,ub1bL8875C1
46781,obo:VT_0000361
46782,untitled-ontology-65:OWLClass_13dcf30a_31e6_4bb0_a069_abcc0dd7abc1
46783,Countries:SaintHelena
46784,obo:VT_1000023
46785,time:days
46786,ub1bL11882C1
46787,ub1bL57441C1
46788,obo:VT_0010438
46789,ub1bL31663C1
46790,obo:VT_0005490
46791,ub1bL36784C1
46792,ub1bL35646C1
46793,obo:VT_0002127
46794,ub1bL33776C1
46795,dc:language
46796,obo:VT_0003939
46797,ub1bL58556C1
46798,untitled-ontology-65:OWLClass_addfaee5_4a40_4498_ab98_2ad193daeade
46799,prov:hadUsage
46800,ub1bL25464C1
46801,obo:VT_0002894
46802,obo:VT_0008665
46803,f48546849c0734cc2bfcb392b68f347bdb484
46804,obo:VT_0008758
46805,ub1bL5522C105
46806,ub1bL12801C1
46807,obo:VT_0004394
46808,prov:actedOnBehalfOf
46809,obo:VT_0010093
46810,ub1bL29003C1
46811,ub1bL31779C1
46812,:OWLObjectProperty_99285f4b_9b6c_4bc6_b0b3_cff5864d8fe5
46813,http://purl.obolibrary.org/obo/sibo#produces
46814,ub1bL22113C1
46815,obo:VT_0008240
46816,obo:VT_0000064
46817,ub1bL47591C1
46818,ub1bL40671C1
46819,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#NeglectibleSolarIrradiance
46820,obo:VT_0000357
46821,ub1bL24016C1
46822,obo:VT_0002921
46823,obo:VT_1000741
46824,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#createdAt
46825,ub1bL26154C1
46826,ub1bL69178C1
46827,prov:activity
46828,ub1bL19613C1
46829,obo:VT_0002961
46830,ub1bL33740C1
46831,ub1bL63806C1
46832,ub1bL15065C1
46833,obo:VT_1000430
46834,obo:VT_0000785
46835,ub1bL73636C158
46836,ub1bL29609C1
46837,ub1bL16494C1
46838,ub1bL30149C1
46839,obo:VT_0010474
46840,ub1bL16418C1
46841,ub1bL55743C1
46842,obo:VT_0000272
46843,ub1bL11685C1
46844,ub1bL63246C1
46845,ub1bL62340C1
46846,obo:VT_0010501
46847,obo:VT_0010011
46848,obo:VT_0008556
46849,ub1bL26343C1
46850,ub1bL50406C1
46851,obo:VT_0000477
46852,obo:VT_0002114
46853,ub1bL45363C1
46854,obo:VT_0008746
46855,obo:VT_0010053
46856,ub1bL38235C1
46857,obo:VT_0007016
46858,obo:VT_0004392
46859,obo:VT_0100022
46860,obo:VT_1000206
46861,ub1bL24090C1
46862,obo:VT_0001947
46863,ub1bL30079C1
46864,obo:VT_0003886
46865,obo:VT_0015101
46866,obo:VT_0001553
46867,obo:VT_0004829
46868,Countries:SerbiaAndMontenegro
46869,obo:VT_0010464
46870,obo:VT_0010381
46871,ub1bL43022C1
46872,untitled-ontology-65:OWLObjectProperty_df2789b9_3367_4146_a013_34b9cb0be9b4
46873,obo:VT_0002433
46874,obo:VT_0005008
46875,ub1bL10199C1
46876,http://www.opengis.net/gml/_Feature
46877,Countries:Syria
46878,ub1bL18613C1
46879,obo:VT_0003315
46880,ub1bL69543C1
46881,ub1bL8961C1
46882,http://www.opengis.net/ont/geosparql#sfContains
46883,ub1bL49717C1
46884,ub1bL50830C1
46885,ub1bL7589C1
46886,obo:VT_0000050
46887,obo:VT_0000834
46888,obo:VT_0001292
46889,obo:VT_0010332
46890,ub1bL26512C1
46891,obo:VT_1000734
46892,ub1bL67878C1
46893,ub1bL15194C1
46894,obo:VT_0006227
46895,ub1bL23266C1
46896,obo:VT_0004427
46897,ub1bL41998C1
46898,obo:VT_0000785
46899,obo:VT_0008549
46900,obo:VT_0004356
46901,obo:VT_0001828
46902,obo:VT_0004296
46903,obo:VT_0010468
46904,ub1bL12433C1
46905,obo:VT_0002067
46906,obo:VT_0008240
46907,obo:VT_0003102
46908,ub1bL34799C1
46909,obo:VT_0000425
46910,ub1bL52191C1
46911,ub1bL73171C196
46912,http://www.opengis.net/ont/geosparql#spatialDimension
46913,ub1bL7449C1
46914,ub1bL39234C1
46915,obo:VT_0002136
46916,ub1bL14356C1
46917,obo:VT_0002200
46918,ub1bL35867C1
46919,obo:VT_0001019
46920,obo:VT_0000050
46921,Countries:Bangladesh
46922,ub1bL50530C1
46923,obo:IAO_0000412
46924,obo:VT_0010134
46925,obo:VT_0008357
46926,ub1bL9925C1
46927,obo:VT_0009340
46928,obo:VT_0000045
46929,ub1bL32785C1
46930,ub1bL52022C1
46931,obo:VT_0010081
46932,ub1bL63004C1
46933,ub1bL49551C1
46934,ub1bL73439C130
46935,obo:VT_0002360
46936,ub1bL23760C1
46937,ub1bL50406C1
46938,ub1bL20071C1
46939,ub1bL51172C1
46940,obo:VT_0001747
46941,ub1bL22134C1
46942,obo:VT_0010345
46943,ub1bL73421C175
46944,obo:SIBO_0000244
46945,ub1bL58170C1
46946,ub1bL52848C1
46947,obo:VT_0008112
46948,obo:VT_0015100
46949,ub1bL12117C1
46950,obo:VT_0002463
46951,obo:VT_0008604
46952,obo:VT_0005567
46953,prov:qualifiedAttribution
46954,obo:VT_0008721
46955,prov:startedAtTime
46956,obo:VT_0005394
46957,obo:VT_0001422
46958,Countries:Jordan
46959,f48546849c0734cc2bfcb392b68f347bdb369
46960,ub1bL31463C1
46961,Countries:Liberia
46962,obo:VT_0010200
46963,ub1bL19848C1
46964,obo:VT_0002713
46965,obo:VT_0005007
46966,obo:VT_0003211
46967,ub1bL22540C1
46968,obo:VT_0002380
46969,obo:VT_0015061
46970,obo:VT_0010530
46971,obo:VT_0001063
46972,ub1bL67878C1
46973,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Forecast5HoursWeatherReport
46974,obo:CDAO_0000098
46975,obo:VT_0010069
46976,obo:VT_0001016
46977,obo:VT_0003236
46978,obo:VT_0010400
46979,ub1bL44788C1
46980,obo:VT_2000018
46981,http://www.opengis.net/ont/gml#Ring
46982,ub1bL74406C161
46983,ub1bL15668C1
46984,ub1bL20467C1
46985,obo:VT_0004066
46986,ub1bL17334C1
46987,obo:VT_0010030
46988,obo:VT_1000737
46989,ub1bL20789C1
46990,ub1bL67095C1
46991,obo:VT_1000521
46992,obo:VT_0010507
46993,ub1bL21360C1
46994,ub1bL73173C217
46995,ub1bL64778C1
46996,obo:VT_0000823
46997,obo:VT_0010032
46998,obo:VT_0010191
46999,obo:VT_0015027
47000,obo:VT_0000141
47001,obo:VT_0007027
47002,ub1bL46657C1
47003,obo:VT_0002401
47004,obo:BFO_0000056
47005,obo:VT_0010129
47006,:OWLClass_987d2250_2f84_4b29_a77d_01d08792a516
47007,obo:VT_0010369
47008,Countries:Andorra
47009,ub1bL7386C34
47010,ub1bL36486C1
47011,ub1bL45806C1
47012,prov:EntityInfluence
47013,ub1bL31551C1
47014,Countries:Oman
47015,Countries:Mayotte
47016,obo:VT_0010447
47017,Countries:Belarus
47018,obo:VT_0004944
47019,obo:VT_0004330
47020,obo:VT_0005197
47021,obo:VT_0008653
47022,f48546849c0734cc2bfcb392b68f347bdb488
47023,obo:VT_1000420
47024,ub1bL54175C1
47025,obo:VT_0001087
47026,ub1bL34234C1
47027,obo:VT_0000468
47028,obo:VT_0008598
47029,ub1bL18873C1
47030,obo:VT_1000783
47031,ub1bL55019C1
47032,ub1bL14055C1
47033,obo:VT_0002876
47034,ub1bL31046C1
47035,obo:SIBO_0000525
47036,ub1bL7438C34
47037,obo:VT_0015006
47038,obo:VT_0004242
47039,ub1bL37609C1
47040,prov:qualifiedDelegation
47041,obo:VT_0003945
47042,ub1bL44963C1
47043,obo:VT_0003084
47044,obo:VT_0001059
47045,obo:VT_0000054
47046,prov:wasInvalidatedBy
47047,obo:VT_0004069
47048,obo:VT_0000973
47049,obo:SIBO_0000068
47050,ub1bL24251C1
47051,obo:VT_0005437
47052,ub1bL35114C1
47053,ub1bL18158C1
47054,ub1bL45739C1
47055,obo:VT_0001614
47056,ub1bL55176C1
47057,obo:VT_0001034
47058,ub1bL73688C151
47059,http://www.w3.org/2003/01/geo/wgs84_pos#alt
47060,http://www.opengis.net/ont/geosparql#rcc8ec
47061,obo:VT_0004095
47062,obo:VT_0006073
47063,obo:VT_0002885
47064,ub1bL27153C1
47065,obo:VT_1000121
47066,obo:VT_0003588
47067,ub1bL28199C1
47068,ub1bL15028C1
47069,obo:VT_0000941
47070,obo:VT_0007048
47071,ub1bL45755C1
47072,ub1bL11216C1
47073,obo:VT_0002669
47074,untitled-ontology-65:OWLClass_52c6df2e_a74d_49dd_8806_af38c7e722ac
47075,ub1bL39857C1
47076,obo:VT_0009631
47077,obo:VT_0010507
47078,obo:VT_0010318
47079,ub1bL67119C1
47080,ub1bL12500C1
47081,obo:VT_0002098
47082,ub1bL65520C1
47083,ub1bL73063C182
47084,ub1bL22652C1
47085,ub1bL15141C1
47086,obo:VT_0001874
47087,obo:VT_0001923
47088,obo:VT_0002913
47089,obo:VT_1000575
47090,ub1bL9905C1
47091,obo:SIBO_0000521
47092,obo:VT_0010053
47093,ub1bL74004C226
47094,obo:VT_0000217
47095,ub1bL47460C1
47096,ub1bL24217C1
47097,obo:VT_0001022
47098,obo:VT_0005466
47099,ub1bL59006C1
47100,ub1bL16744C1
47101,http://purl.obolibrary.org/obo/sibo#produces
47102,ub1bL24147C1
47103,obo:VT_0004239
47104,ub1bL52220C1
47105,ub1bL64941C1
47106,obo:VT_0003245
47107,obo:VT_0003574
47108,prov:qualifiedGeneration
47109,ub1bL38580C1
47110,Countries:Congo
47111,obo:VT_0010087
47112,ub1bL66334C1
47113,obo:VT_0001007
47114,obo:VT_0004406
47115,obo:VT_0008625
47116,obo:VT_0004183
47117,obo:VT_0010278
47118,Countries:Laos
47119,untitled-ontology-65:OWLObjectProperty_a3e9daf0_c317_476a_8c4a_b3470187ff61
47120,obo:VT_0002174
47121,obo:VT_0005144
47122,obo:VT_0001312
47123,http://www.semanticweb.org/yawfrimpong/ontologies/2017/11/15/untitled-ontology-152
47124,ub1bL19883C1
47125,obo:VT_0008613
47126,ub1bL65520C1
47127,obo:VT_0002443
47128,obo:VT_0010072
47129,ub1bL61513C1
47130,obo:VT_0000268
47131,ub1bL60949C1
47132,obo:VT_0015003
47133,ub1bL8163C1
47134,obo:VT_0001909
47135,obo:VT_0005082
47136,ub1bL18800C1
47137,obo:VT_0001805
47138,obo:VT_0006173
47139,obo:VT_0004062
47140,ub1bL14468C1
47141,obo:VT_0002649
47142,ub1bL48158C1
47143,ub1bL53780C1
47144,ub1bL36251C1
47145,ub1bL20807C1
47146,ub1bL27760C1
47147,obo:VT_0002769
47148,ub1bL17795C1
47149,obo:VT_0004266
47150,obo:CDAO_0000222
47151,obo:VT_1000130
47152,prov:actedOnBehalfOf
47153,obo:VT_0004358
47154,obo:VT_0002453
47155,obo:VT_0002085
47156,obo:VT_0003744
47157,ub1bL53040C1
47158,f48546849c0734cc2bfcb392b68f347bdb323
47159,untitled-ontology-65:OWLClass_87d9058a_3880_47ab_b34d_29ae84a4210a
47160,obo:VT_0006282
47161,obo:VT_0000881
47162,obo:VT_0000841
47163,obo:VT_0004326
47164,obo:VT_0005667
47165,obo:VT_0000964
47166,ub1bL9451C1
47167,obo:VT_0004286
47168,obo:VT_0008246
47169,obo:VT_0001388
47170,obo:VT_0001146
47171,obo:VT_0004249
47172,obo:VT_0000797
47173,obo:VT_0001070
47174,ub1bL9810C1
47175,ub1bL65225C1
47176,ub1bL62601C1
47177,:OWLClass_5dad8a86_9318_4b5f_ade8_f12354feecb6
47178,ub1bL20238C1
47179,obo:VT_2000004
47180,ub1bL72027C49
47181,ub1bL54519C1
47182,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#hasLatitude
47183,ub1bL57932C1
47184,f48546849c0734cc2bfcb392b68f347bdb383
47185,ub1bL62686C1
47186,:OWLObjectProperty_69ae8da1_882b_4d22_b583_7ac4858cb008
47187,obo:SIBO_0000147
47188,ub1bL73276C196
47189,obo:IAO_0000231
47190,ub1bL24988C1
47191,obo:VT_0000828
47192,ub1bL54937C1
47193,ub1bL31931C1
47194,prov:Association
47195,obo:VT_0003486
47196,ub1bL73846C107
47197,ub1bL18068C1
47198,http://www.opengis.net/ont/geosparql#isEmpty
47199,obo:VT_0004172
47200,obo:NCBITaxon_3193
47201,ub1bL36677C1
47202,obo:VT_0010344
47203,obo:VT_0000971
47204,ub1bL11777C1
47205,obo:VT_0004323
47206,ub1bL46436C1
47207,prov:agent
47208,obo:SIBO_0000076
47209,obo:VT_0003952
47210,ub1bL69010C1
47211,ub1bL8298C1
47212,obo:VT_0000004
47213,ub1bL37298C1
47214,obo:VT_0004261
47215,ub1bL63806C1
47216,ub1bL56416C1
47217,obo:VT_0001516
47218,obo:VT_0002108
47219,obo:VT_0006241
47220,obo:VT_0000923
47221,ub1bL20771C1
47222,obo:VT_0010032
47223,obo:VT_0002742
47224,prov:influencer
47225,ub1bL13070C1
47226,obo:VT_0004264
47227,http://www.opengis.net/ont/geosparql#rcc8po
47228,Countries:Netherlands
47229,:OWLClass_e5d9e524_5512_4c0b_bbdb_9b3a8c9d9993
47230,obo:VT_3000001
47231,ub1bL13352C1
47232,ub1bL39273C1
47233,ub1bL35179C1
47234,obo:VT_0003529
47235,obo:VT_0008643
47236,obo:VT_0010206
47237,oboInOwl:hasScope
47238,obo:VT_0010337
47239,f48546849c0734cc2bfcb392b68f347bdb140
47240,ub1bL69698C1
47241,obo:VT_0000528
47242,ub1bL27555C1
47243,ub1bL54880C1
47244,ub1bL64590C1
47245,obo:VT_0010359
47246,f48546849c0734cc2bfcb392b68f347bdb453
47247,ub1bL54842C1
47248,ub1bL16529C1
47249,obo:VT_0005106
47250,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#ServiceReportSource
47251,obo:VT_0001328
47252,skos:hasTopConcept
47253,http://www.opengis.net/ont/geosparql#ehCovers
47254,obo:VT_0010041
47255,obo:VT_0004242
47256,obo:VT_0010358
47257,obo:VT_0010503
